"R1"	"R2"	"R3"	"R4"	"R7"	"R8"	"R9"	"R10"	"R13"	"R15"	"R16"	"R19"	"R20"	"R21"
"100061"	371	1154	33	37	370	440	26	57	333	116	25	421	155	72
"100124456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21687"	2	33	4	21	5	5	7	5	6	6	73	3	16	21
"67753"	2	2	0	0	0	1	1	2	1	0	3	0	0	2
"100039252"	990	954	970	1046	873	698	1116	2129	848	864	1435	590	891	1159
"320713"	772	1110	893	1144	644	831	923	2282	1216	1159	1209	386	1267	1026
"665029"	60	31	54	21	60	38	56	88	32	31	36	25	33	37
"16476"	799	1422	1149	1973	778	1610	1469	4490	1224	1147	1642	607	10034	1842
"100042411"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75578"	109	66	84	91	79	144	170	144	187	73	42	9	113	111
"319247"	14	6	7	3	11	8	12	19	11	10	7	0	9	5
"77963"	10182	9904	12931	7795	9419	9063	13582	16106	14817	14605	12582	3525	13604	4715
"230459"	18	90	6	6	10	28	5	9	34	6	3	21	8	10
"242546"	3	7	0	0	2	6	1	0	2	0	1	0	0	0
"100066"	2	12	2	1	2	1	0	1	1	3	0	3	0	0
"665095"	6	7	0	0	8	6	0	2	4	1	1	4	2	5
"13110"	6516	23718	2297	1881	6446	8967	2933	2588	7340	2324	1978	5470	3417	2400
"74519"	196	463	99	47	205	182	93	53	244	61	51	130	59	75
"13109"	14	26	1	0	5	21	6	3	26	1	0	5	1	0
"620779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"620883"	1593	1580	1909	1626	1506	1195	1686	3079	1387	1786	1637	709	1406	1507
"319865"	0	2	1	1	0	0	0	1	1	0	0	2	0	0
"18027"	1956	1377	2330	1859	1762	1608	2319	4238	2391	2725	2008	399	2458	1590
"100502875"	6	2	9	1	4	5	2	4	5	11	1	2	6	0
"100502857"	1	1	2	0	3	0	4	0	0	0	1	0	3	0
"78687"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"94043"	304	455	246	350	219	383	303	294	339	166	394	70	466	432
"12695"	2547	6237	2583	5093	1856	4742	3853	6234	3513	2692	5138	1154	5182	6213
"381591"	0	0	2	0	1	1	1	0	0	0	0	0	0	1
"242553"	0	10	1	3	1	4	3	4	0	0	4	0	0	98
"399570"	0	0	0	0	0	0	0	1	0	0	0	3	1	3
"545660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230484"	3190	3139	3729	4635	2733	2577	3458	8666	3396	3480	4498	1443	2933	3511
"67299"	2231	4987	2431	5091	1725	3974	3252	5463	3721	2832	6558	1022	4776	6833
"30924"	0	0	1	0	0	0	0	1	0	1	2	0	1	1
"100861936"	141	170	75	285	124	188	167	273	149	86	211	41	407	376
"242557"	440	774	562	701	439	675	681	1533	713	698	592	181	817	557
"100038722"	1	1	1	0	0	1	0	4	2	1	3	0	1	3
"15221"	0	1	1	2	1	1	1	0	0	0	0	3	4	1
"320438"	1344	1209	886	1136	929	746	1127	1055	1207	788	1369	181	1012	909
"67733"	289	134	248	213	225	144	192	478	275	211	226	74	170	166
"230500"	75	69	85	71	60	48	62	125	59	82	92	22	66	55
"72157"	5833	7443	2521	2087	4619	5641	4586	2859	3761	1559	1546	622	3113	2079
"26563"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"381534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"320508"	633	372	977	353	495	754	1085	1542	1218	914	309	118	337	447
"242570"	1	1	1	1	4	0	6	9	3	3	5	1	12	2
"16451"	3299	5285	3203	4338	2657	3832	3964	6217	3761	3030	4997	1107	4749	4809
"77866"	7	2	10	1	3	4	7	13	13	15	7	0	14	3
"387143"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68400"	0	2	1	0	1	0	1	6	1	5	1	0	3	0
"11639"	2783	2245	1733	1129	1986	2603	3095	2016	2182	1080	184	241	1367	381
"72685"	1	2	1	0	3	3	2	10	3	1	1	0	2	2
"230514"	1462	1673	795	1172	1046	1869	1580	1379	2302	897	1285	163	1816	1386
"16847"	0	0	0	0	3	0	0	0	0	1	0	0	1	3
"545662"	0	0	0	0	0	0	0	0	1	3	0	0	0	1
"242574"	0	1	4	2	0	0	0	0	0	0	5	3	0	27
"381535"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"332923"	0	1	0	0	0	1	0	0	0	0	2	0	0	0
"381536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18578"	35	39	53	87	43	115	100	377	151	152	44	1	197	71
"73094"	0	1	0	0	0	1	0	0	1	2	0	0	2	0
"100504717"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67344"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100473"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23919"	0	0	0	0	0	16	0	4	96	17	0	0	8	0
"242584"	41	39	34	30	24	22	38	34	30	45	46	17	25	34
"71148"	1567	2281	1525	2513	1217	1538	1453	4210	1900	1611	2689	596	2377	2365
"242585"	658	1838	287	712	591	989	423	950	553	285	1071	260	965	801
"70941"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"71650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67013"	589	701	384	683	441	545	614	980	527	298	762	104	605	576
"622167"	0	0	0	0	0	0	0	0	0	1	0	0	2	1
"100862081"	33264	38492	17843	33319	24793	50439	41688	34252	39382	12952	35055	3131	40390	41861
"100038724"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13131"	593	260	199	4	332	119	123	29	638	174	0	130	10	5
"110382"	5	0	0	0	1	0	0	0	0	0	0	2	0	0
"230558"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242594"	38	48	15	12	19	69	15	56	50	15	13	8	17	16
"108079"	2206	7160	1925	3245	1850	5454	2479	5492	3685	2932	2901	1307	5358	2530
"67916"	205	134	129	78	173	183	203	166	339	183	99	15	166	125
"100502629"	3668	2516	1612	3498	2590	2886	4498	2640	4020	1159	2992	255	3294	3687
"329908"	3901	5283	3770	5752	2879	4625	4798	7743	4663	3662	6622	1066	5367	5404
"100102"	7181	7127	4210	8333	5678	11277	10430	10094	9469	3194	6770	804	8904	7160
"140475"	0	0	0	0	0	1	0	0	0	0	1	0	0	0
"74754"	6233	9775	4303	7329	4676	11219	8417	8564	7172	4366	11907	1492	11452	13774
"242602"	0	6	2	1	0	3	4	1	0	0	2	2	3	3
"230576"	232	829	233	500	199	781	504	603	357	190	685	107	758	867
"230577"	250	182	179	321	201	244	405	339	313	140	289	28	282	283
"72354"	812	835	543	864	661	785	846	1204	972	563	1050	146	892	939
"381538"	13	22	3	4	11	17	11	10	30	7	5	0	25	12
"230579"	1	0	0	0	0	2	1	1	7	0	0	0	0	0
"329910"	1040	1654	297	588	768	871	522	633	775	234	1017	381	848	564
"72475"	1857	1725	1776	2668	1642	2189	2487	3728	2999	1938	2918	394	3412	3338
"56280"	1510	1089	879	1135	1238	1237	1624	1397	1433	664	1698	143	1206	1224
"230582"	86	45	29	106	68	99	73	117	82	40	99	5	129	114
"242603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66526"	449	501	383	587	378	581	597	927	581	352	548	106	637	578
"56374"	1930	2764	1043	1968	1589	3592	2981	2088	3458	1093	2341	263	4309	2857
"100862108"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"546840"	0	1	0	0	2	1	0	0	0	0	0	0	0	0
"77809"	980	747	631	823	782	915	1318	1109	1114	617	998	130	1014	874
"72938"	158	117	204	101	150	113	180	251	138	128	79	58	98	105
"13370"	82	89	164	76	115	207	281	166	329	302	271	24	768	75
"230584"	1033	951	483	586	764	1225	1351	688	1324	481	946	66	1387	807
"72787"	828	760	770	1335	787	820	1082	1648	1041	632	1866	125	868	973
"230587"	1	1	0	1	0	1	1	0	0	1	0	0	2	0
"56296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16975"	958	1205	1031	1477	805	1036	1249	2023	1034	810	2618	399	1529	1320
"619295"	1	0	0	0	0	1	1	0	0	1	6	0	3	1
"17149"	1173	945	1148	1239	1106	1007	1487	1806	1082	901	1498	250	1182	1284
"74098"	437	337	245	365	318	362	443	516	394	225	410	74	423	433
"12896"	1904	2217	747	910	1495	1541	1323	1024	1357	538	1130	276	1120	1051
"242607"	1	2	1	0	0	0	0	0	3	0	1	0	1	0
"242608"	16	24	4	6	10	15	6	6	12	9	1	18	11	6
"20280"	2804	4523	1447	1515	2192	1920	1785	1767	2321	1490	1516	724	1868	1627
"52430"	494	353	313	412	405	334	602	553	420	239	662	75	503	476
"230590"	6	10	0	0	0	2	2	0	2	0	0	0	1	0
"414872"	1620	2875	1443	2247	1333	2649	2023	3911	2756	1895	2251	519	2932	2101
"69893"	434	392	268	420	340	375	458	977	426	262	415	106	369	339
"545667"	0	0	1	0	0	3	0	4	1	0	0	0	1	0
"67305"	2	12	5	4	2	23	15	15	13	1	6	0	22	1
"230594"	353	1114	681	1904	619	1371	1181	5194	1682	2207	1676	262	1920	1049
"100040110"	5	5	4	4	7	6	4	11	3	4	6	1	4	6
"230596"	999	800	860	987	793	940	1249	1421	1123	827	1362	247	1086	1111
"18392"	275	215	360	370	267	281	511	529	469	432	819	39	447	317
"319965"	1030	1003	742	1209	769	1221	1264	1549	1062	645	1583	177	1519	1461
"230597"	381	523	386	475	295	592	617	675	602	411	476	85	572	502
"73133"	21	60	28	48	14	65	47	73	57	55	58	18	62	46
"70533"	756	839	701	1098	634	807	991	1378	923	597	973	153	1068	1288
"66073"	1213	832	857	915	863	903	1225	1594	1169	749	866	85	995	849
"100087"	573	402	363	821	514	505	748	1437	591	235	1028	55	639	822
"69908"	12	19	11	15	14	11	15	11	14	6	17	0	9	25
"77173"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230598"	4391	5317	3937	4841	3496	4581	4442	8448	4782	4132	5288	2115	5101	4961
"791075"	1	9	2	4	0	4	3	5	4	0	4	0	7	4
"100273"	1174	1673	1151	1799	959	1539	1443	2491	1382	1299	2062	450	2276	2297
"108802"	0	3	0	2	2	2	2	5	2	2	3	1	3	0
"13858"	2164	3309	2127	3269	1832	2710	2388	4610	3010	2383	3345	824	3203	3286
"230603"	295	618	338	443	303	790	456	793	769	431	589	87	1212	450
"29864"	833	1619	818	1494	706	1155	880	2049	1116	713	1364	349	1554	1788
"67646"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"319743"	2	0	2	0	3	0	5	0	3	4	1	0	4	2
"12580"	321	140	203	128	225	202	317	138	391	163	150	15	197	88
"14084"	2501	2087	1632	2348	1930	2154	2411	3277	2364	1501	2641	549	2177	2553
"242620"	4	3	2	4	2	4	4	7	6	5	5	0	3	3
"15572"	0	3	3	4	1	1	1	4	5	0	0	5	2	0
"78933"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"67621"	9	5	3	4	7	3	10	2	1	1	2	2	0	1
"67946"	7	219	14	239	7	48	22	184	11	27	307	52	251	340
"230612"	375	884	335	815	259	750	599	843	612	406	498	81	780	789
"639774"	0	2	3	0	0	1	0	1	1	1	0	0	0	2
"328505"	0	0	2	0	1	1	0	0	1	0	0	0	1	0
"639781"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"320640"	0	5	1	35	0	7	1	30	0	0	26	2	19	20
"195564"	0	2	1	1	0	0	1	0	0	0	0	2	0	2
"329918"	0	5	0	0	0	1	0	2	0	0	1	4	0	0
"630887"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"329919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230613"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230622"	1	0	0	0	0	0	0	2	0	0	0	0	0	0
"433745"	130	91	146	95	135	109	178	165	136	90	99	37	90	118
"242627"	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"230623"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"666048"	1	2	2	0	5	4	5	5	3	1	0	1	2	1
"433746"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17301"	10	7	5	5	1	24	6	17	24	2	1	0	5	0
"100040736"	2	2	9	3	2	34	5	5	31	13	0	0	5	0
"30923"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66588"	4185	7590	2853	3975	3262	6306	3003	6073	6116	3582	4255	4043	6763	4659
"20460"	778	745	826	1016	649	853	1064	1318	1324	1024	1381	207	1269	900
"21349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67182"	97	544	149	412	71	352	211	151	246	123	358	110	339	1738
"81906"	0	0	0	0	0	2	0	1	18	8	0	0	1	0
"230639"	1	51	0	7	0	69	1	19	1	4	0	3	38	22
"277753"	0	11	0	7	0	2	0	1	0	0	4	0	1	22
"13118"	0	2	0	2	1	0	0	0	0	0	0	0	0	3
"435802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13117"	38	10	1	0	22	0	0	0	2	0	0	2	0	0
"666168"	2	2	1	0	9	0	0	0	0	0	0	0	0	0
"631037"	11	31	1	0	9	24	5	0	13	0	1	8	2	2
"100040843"	18	4	3	0	11	3	1	2	3	0	0	0	0	3
"13120"	407	1088	77	32	364	613	109	24	334	22	12	125	29	113
"230648"	1738	3177	1182	1696	1427	1629	1884	2241	1977	1155	1807	695	1917	1850
"75173"	9	4	4	5	7	1	5	10	6	9	6	3	10	8
"230649"	143	139	91	146	110	124	200	211	179	78	188	43	135	155
"100465"	267	283	161	153	208	226	200	336	299	151	123	91	282	234
"17346"	311	387	228	340	220	286	356	508	305	208	379	74	383	342
"654462"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"140477"	0	0	0	0	1	0	0	0	0	0	1	1	0	1
"14073"	1674	1561	677	730	1544	1526	1221	1148	1647	544	1025	229	1081	809
"72181"	460	423	243	434	341	441	524	538	519	210	535	32	527	431
"100502897"	896	5672	1619	6050	628	3945	2005	5723	1295	1157	6293	2104	5255	10136
"66576"	4789	5234	4306	2582	4234	4030	6032	3678	4913	4029	3469	1562	4645	3228
"230654"	1359	1822	855	1730	1021	2344	2068	1928	1781	764	1979	174	2163	2169
"19366"	526	336	449	547	339	398	747	476	691	347	1147	28	590	468
"68075"	31	16	34	31	29	21	51	48	49	24	34	0	41	22
"68273"	807	803	464	1045	595	998	1052	1083	1017	374	1208	50	1095	1267
"66805"	1996	3353	1129	1528	1704	6713	2143	3743	5875	2318	1873	742	7454	1749
"67323"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"433748"	100	81	107	90	77	52	59	268	64	78	86	77	56	94
"18710"	348	894	485	731	289	772	672	1428	580	552	1451	395	1528	1081
"17776"	3212	4149	2014	3144	2604	4369	3057	5157	3594	1870	3876	642	4198	3106
"16351"	443	400	280	393	305	470	440	547	548	293	455	79	414	379
"230657"	525	449	432	563	427	417	508	993	515	413	620	124	459	453
"77110"	2587	3375	2253	2459	2210	2671	2688	3895	3252	2515	2039	594	3022	2269
"654318"	7	6	9	5	2	6	8	2	8	5	11	0	18	15
"622665"	48	85	33	56	42	47	45	76	53	37	35	19	64	107
"50927"	4561	2597	4804	3648	3812	2399	5062	4892	4267	4244	5701	1394	3305	2903
"58810"	10572	10099	5588	8107	8050	12306	12856	8344	11798	4432	10446	1075	12172	10613
"100502959"	12	3	1	0	0	4	3	5	4	0	5	2	3	6
"18477"	12104	13328	6283	9572	9508	11219	13003	8443	11714	4435	18297	1482	14390	13896
"67096"	425	305	385	635	323	348	483	1224	433	351	550	50	412	455
"68394"	197	171	140	216	112	170	256	274	202	126	229	26	238	222
"230661"	489	1246	290	600	410	1088	535	606	733	369	591	102	824	811
"68276"	258	261	224	430	198	283	373	798	284	162	480	33	383	439
"70603"	88	49	72	101	87	114	142	106	106	77	107	11	92	61
"242642"	120	116	57	166	84	84	121	161	77	23	341	9	100	167
"100502973"	1	4	1	1	4	2	2	2	2	3	0	0	0	0
"74464"	435	523	288	303	346	517	395	647	535	352	330	83	339	211
"22275"	728	536	485	701	483	591	1042	715	743	387	960	74	904	805
"76608"	1450	2600	860	1063	1160	2083	1410	1318	1757	1011	1144	345	2144	1269
"108067"	579	419	438	690	489	457	643	1064	505	358	834	127	511	755
"19207"	0	0	0	0	0	0	1	0	0	0	1	0	1	0
"78611"	71	90	48	196	64	99	86	245	82	36	214	20	121	238
"242646"	0	2	0	0	0	0	0	0	0	0	2	0	6	3
"12795"	184	605	78	285	156	439	130	395	190	69	311	85	573	425
"20116"	4416	3038	2385	3671	3508	3097	5084	3892	4356	1648	3189	546	3081	3529
"100217424"	8	1	7	2	3	3	5	17	2	4	1	2	7	5
"100216533"	3	1	0	0	0	3	2	0	1	0	1	0	4	1
"73804"	1023	556	923	908	819	778	1271	1163	1048	763	1551	98	872	675
"381544"	2	3	4	2	4	1	2	0	1	0	0	2	0	2
"100862255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68777"	47	24	26	18	44	33	58	18	26	10	14	2	25	20
"66743"	678	516	648	788	588	546	894	1177	682	480	788	116	757	876
"100503023"	3	5	3	0	1	4	7	6	3	1	1	0	1	1
"140546"	649	452	448	587	446	538	843	567	529	268	597	17	738	692
"66233"	402	337	212	359	266	333	446	401	325	157	404	36	302	431
"75753"	1	0	0	0	1	0	1	1	0	0	0	0	0	0
"14664"	793	999	493	1611	538	1291	829	2736	732	361	1090	90	1733	1592
"381546"	2	8	3	10	1	1	12	12	9	1	13	0	12	14
"53418"	17	15	42	83	38	13	105	60	27	13	99	0	51	94
"114143"	998	1244	508	999	756	1493	1343	861	1051	330	1289	105	1747	1398
"67728"	244	180	133	363	149	291	365	541	270	86	489	14	360	417
"230673"	591	481	362	658	438	620	795	961	479	245	936	28	727	864
"11876"	24	47	33	70	13	63	51	103	20	24	17	3	74	44
"20441"	242	123	322	332	250	262	539	680	334	199	538	29	1070	427
"230674"	1778	1873	1324	2731	1296	2415	2166	4126	2081	1251	2057	237	2289	2504
"19268"	6327	9129	5475	7931	4855	10979	10027	10227	12204	6089	9207	1012	12563	11237
"68180"	322	245	110	171	191	308	243	223	368	106	65	22	185	189
"230676"	652	803	442	706	379	854	759	828	808	376	1230	80	1336	1112
"80509"	946	1046	773	997	890	915	979	1664	889	621	1076	303	816	1080
"54325"	2194	3725	1398	2521	1915	3549	2645	3188	2517	1239	2562	433	2748	3102
"107995"	1563	1157	915	1841	1161	1710	2399	1494	1597	628	2972	164	1539	1827
"17480"	0	0	4	1	0	0	0	2	0	0	0	0	0	2
"21846"	0	9	0	2	0	6	2	1	1	0	2	1	0	5
"66451"	915	1480	674	859	871	1433	1240	1267	1021	593	853	209	986	950
"230678"	321	851	278	1037	258	896	578	1229	408	242	693	161	714	1188
"68625"	24	18	7	3	35	78	17	27	105	53	0	4	9	3
"69072"	1706	1675	1709	2502	1402	1557	2103	4451	1518	1352	2968	489	1637	2660
"100041290"	3	0	0	0	2	0	3	0	1	2	3	0	2	1
"18363"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258852"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258301"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258851"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258306"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"435804"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258214"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100038571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20525"	1423	2725	1116	2446	1059	3961	2533	3907	1245	694	1931	301	2818	2606
"100316707"	0	2	1	0	0	3	2	2	1	2	1	0	2	0
"100503370"	2	3	0	3	0	1	1	5	0	0	0	2	5	2
"195522"	86	76	105	126	84	103	189	321	120	89	139	9	139	127
"27028"	0	0	1	0	0	1	2	0	0	1	0	1	1	1
"69216"	83	107	93	139	53	141	171	163	123	59	208	11	172	188
"75180"	2	1	1	1	2	1	1	1	2	0	0	2	5	2
"230696"	169	161	115	209	112	214	202	263	182	93	241	9	227	236
"56401"	20	30	26	88	7	42	87	118	26	19	132	7	89	90
"242653"	0	0	1	1	0	2	0	1	0	0	0	5	2	1
"22608"	15177	19184	15695	15953	14218	13288	13932	30557	13120	13948	17503	7007	12604	17474
"66101"	212	125	180	172	163	168	237	181	170	148	315	27	194	201
"73332"	0	0	0	1	0	0	0	1	0	0	5	1	1	0
"100862319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"106564"	263	368	174	246	239	345	351	328	250	124	292	71	347	243
"332934"	9	5	6	3	1	9	11	1	7	6	5	0	5	10
"194237"	3	25	1	2	0	11	1	6	0	6	12	4	2	9
"433752"	52	39	23	23	40	30	36	91	51	37	17	6	38	27
"230700"	1167	2004	1186	1758	1019	1611	1437	3122	1543	1419	1715	898	1851	1885
"14915"	1386	1662	473	230	1420	7950	1223	1124	7198	1838	87	117	4703	168
"14916"	1734	3890	361	128	1957	2661	765	333	2717	492	44	412	726	87
"16656"	0	3	1	2	0	9	2	19	12	7	1	0	21	0
"13615"	8	8	5	17	0	14	15	9	21	13	6	6	126	10
"329934"	20	9	20	5	9	11	38	23	24	8	6	5	24	4
"29871"	474	709	315	912	369	591	707	776	589	212	1547	103	912	1331
"194219"	1	4	0	3	0	0	2	0	0	0	3	0	1	1
"51797"	1874	1375	1370	2775	1386	1304	2211	3000	1764	1022	3824	271	2106	3137
"667063"	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"56222"	46	47	68	221	56	50	131	155	84	31	247	3	160	282
"60613"	5	27	5	35	4	5	9	11	2	1	23	10	17	112
"18046"	346	312	279	337	311	320	441	492	365	184	478	58	408	410
"387227"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"723836"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"242662"	3	3	4	2	0	3	6	3	0	2	8	0	5	7
"73172"	542	604	448	572	460	563	665	908	588	345	597	95	554	547
"381549"	25	41	26	30	28	35	27	51	36	37	37	33	38	18
"69780"	1239	1604	776	978	1169	1355	1067	1756	1406	956	985	450	1117	931
"12840"	0	1	0	1	0	0	3	5	2	0	4	0	1	1
"230709"	1240	2275	1089	2532	1037	1673	1511	3506	1581	1097	3034	635	2194	2780
"69469"	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"109263"	1743	2429	1911	2417	1451	2118	2328	4964	2185	1944	1631	398	1742	1383
"545677"	161	3	31	4	184	0	8	10	34	5	18	6	17	3
"666914"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"666921"	10	0	0	0	7	0	0	0	0	0	2	0	1	0
"100504652"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"666927"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"666931"	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"77432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19063"	1532	1567	1144	1152	1268	1124	1447	1593	1385	783	1337	274	1429	1437
"12331"	5659	11897	4818	7545	4945	10464	7079	11794	7065	4882	8652	2552	10643	9758
"100504506"	60	53	61	48	63	51	73	84	76	51	90	2	38	40
"76574"	602	1317	284	498	503	405	532	708	236	101	670	102	419	471
"16918"	1061	579	885	1352	803	803	1786	1530	1576	790	1026	57	1524	964
"66966"	713	485	568	616	494	465	829	806	731	415	622	98	734	610
"12164"	113	2593	626	3047	74	989	1150	2509	134	234	3288	256	1933	3497
"353371"	4	42	19	64	6	19	32	52	4	4	74	9	75	92
"56031"	1084	1070	781	1567	874	1019	1550	1534	969	536	1421	139	1188	1793
"170638"	2	209	22	579	1	130	31	316	4	4	418	29	524	1092
"230718"	0	279	7	232	1	97	13	113	4	3	240	40	153	296
"56198"	0	1	1	1	0	1	0	0	0	0	1	0	3	0
"622334"	5	4	1	4	6	5	15	8	9	1	4	3	8	7
"230721"	3068	2767	2293	4644	2321	2791	3736	5258	2965	1668	4891	628	3001	4414
"12163"	5	54	8	50	5	30	14	31	15	13	54	10	43	83
"64059"	0	1	0	2	0	1	0	2	0	0	3	1	0	5
"11426"	1843	4728	2810	8978	1386	3398	3481	10786	2791	2861	10138	1166	6473	10217
"442834"	160	959	380	2652	129	529	360	2903	526	614	2611	239	1326	2936
"595136"	110	86	52	58	89	124	133	63	90	34	129	36	99	74
"68050"	661	973	589	745	552	780	622	1142	684	496	954	130	909	858
"230726"	125	301	96	186	82	274	114	271	161	98	306	138	342	362
"100038647"	0	0	1	1	2	0	1	0	1	0	1	0	1	1
"56309"	551	587	420	447	436	478	516	650	492	386	699	189	519	526
"54170"	1584	2264	1110	2006	1330	1881	1757	2976	1773	1194	1931	507	2135	2142
"78460"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"108809"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18991"	0	0	0	1	0	1	1	2	2	1	1	0	13	2
"67205"	1135	1144	1081	1288	984	1067	1248	2215	1051	942	1200	337	1008	1194
"14201"	138	231	104	244	116	205	178	341	104	66	225	23	226	345
"75062"	1629	1250	1591	2073	1306	1344	2001	3239	1588	1316	2500	494	1634	2057
"735277"	0	3	3	0	0	3	1	1	0	1	3	0	4	1
"16330"	1374	1475	949	1040	1115	1106	1712	1608	1066	748	1194	230	1257	936
"735263"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17764"	643	1038	459	668	509	1031	558	1222	792	429	873	167	715	658
"68920"	35	29	12	27	21	47	67	25	48	6	56	0	43	49
"230734"	680	665	485	1038	573	816	891	1318	641	308	1144	137	1086	1173
"215090"	1	1	2	2	1	2	3	2	4	3	0	0	1	0
"230735"	0	1	0	0	0	1	1	0	1	2	0	0	2	0
"73628"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"52276"	1757	1122	1501	1493	1554	1461	2092	2247	1670	1222	2393	412	1488	1341
"194268"	151	108	122	186	92	158	192	245	148	97	207	26	227	208
"192199"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"230737"	1992	2074	2140	2890	1638	1510	2107	4999	1768	1852	2766	1160	2078	2878
"75563"	0	0	0	0	0	1	0	2	1	2	5	0	1	3
"76793"	638	595	551	687	491	656	839	1092	724	481	734	118	766	730
"70088"	277	182	236	245	276	223	301	516	292	228	247	38	262	201
"230738"	234	422	167	372	168	469	328	522	315	136	622	80	555	628
"14807"	0	0	0	0	0	5	0	1	9	2	0	0	6	0
"72395"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"12986"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"66407"	1114	1223	1039	805	1020	725	1068	1459	821	845	1120	569	680	830
"230751"	43	54	47	67	25	52	84	70	64	23	99	15	57	75
"116748"	261	238	175	250	218	285	315	383	211	153	232	19	257	271
"74178"	1744	1364	854	1477	1269	1932	1420	1907	1540	621	1118	138	1457	1245
"230752"	6	12	5	20	8	8	18	8	6	4	36	1	36	46
"66938"	164	378	56	134	120	158	90	160	77	45	117	86	134	227
"230753"	2934	2895	2376	4036	2321	2620	3423	6304	3399	2703	4291	1207	3639	4330
"245877"	206	617	336	675	141	442	438	829	186	254	953	194	690	979
"27096"	1011	1172	654	1032	823	1126	1140	1152	952	469	1388	151	1393	1262
"329941"	0	0	2	0	1	2	2	1	0	1	0	0	0	3
"100206"	397	293	193	410	305	362	446	487	351	130	411	18	380	456
